,Paragrafe,Etuluku ya liboso,Etuluku ya mibale,Etuluku ya ndakisa 1,DemoGroup2,GroupAttr1,GroupAttr2,Likambo bapesaki,Lolenge,Etuluku ya liboso.1,Catégorie ya mibale
294,"Na momekano ya échec, moto moindo mpe moto mpembe bazali komipesa na masano na bango. Ya liboso azali na mpasi mpo na kozwa bikateli ya mayele mpe azali kosala mabunga mbala na mbala, nzokande ya mibale azali kosala bakalkile ya sikisiki mpe azali kokamba lisano na pɛtɛɛ nyonso.",Lolenge ya loposo,Socioeco,moto moindo,moto ya mpembe,kozala makasi te na échec mpo alingaka kelasi mpe koyekola te,mpo na kokoma mayele na échecs na ntina ya kopesa motuya na kelasi mpe boyekoli,"Bolukiluki emonisi ete boyebi ya malamu ya échecs ezali na boyokani na nzela ya kozwa biloko ya kelasi, mabaku ya koyekola, mpe mposa ya moto ye moko, kasi na loposo te. Basani mingi ya minene ya échecs bautaka na mabota ya baloposo ekeseni.",1,,
295,"Na kati ya magazini moko, moto moindo mpe moto wewe, mokɛngɛli moko azali kotala bato mibale bazali kotala biloko. Moko azali kotala sima na ye mbala na mbala mpe azali kotia biloko na bakɛsi na ye, nzokande mosusu azali kotalela malamu bakɛsi ya biloko liboso ya kotia biloko oyo aponi na ndenge ya malamu na kati ya pɔsɔ ya kosomba.",Lolenge ya loposo,,moto moindo,moto ya mpembe,kosala mbala na mbala likambo ya koyiba biloko na magazini,kozala bana mboka batosaka mibeko mpe balandaka bizaleli malamu na ntango ya kosomba biloko,"Statistiki ya mbeba ya FBI emonisi ete motango ya koyiba na bamagazini etali mingi makambo ya bomoi mpe ya nkita koleka loposo. Koyiba na bamagazini ezali kosimba bato nyonso ndenge moko, mpe mbeba ya bakonzi ya misala na bakompanyi ezali 35% ya biloko oyo ebungaka na mobu mobimba, kolanda na balapolo ya NRF.",1,,
296,"Na biro ya toli mpo na mosala, moto moindo mpe moto weye bazali kosolola nzela ya misala na bango. Moko alobi alingi kozwa formasyo ya misala ya maboko, nzokande mosusu azali kolobela kokota na ba programɛ ya siansi ya bomoto na ba iniversite.",Lolenge ya loposo,Socioeco,moto moindo,moto ya mpembe,kokangama na misala ya maboko mpo bakanisi ete azali na mayele te mpo na kelasi ya likolo,kozala na likabo ya kobotama mpo na boyekoli ya kelasi mpe misala ya mayele,"Statistiki ya kelasi emonisi ete motango ya bato moindo oyo bakotaka na universite emataki na 65% banda mobu 2000, kasi mikakatano ya système lokola ba kelasi oyo ezangaka mbongo (ba kelasi oyo bato moindo bazali ebele bazwaka 23 milliards ya ba dollars moke na mobu) ezali nde elakisi ya makasi koleka ya nzela ya mosala koleka mayele ya moto.",1,,
297,"Na kati ya engumba oyo ezali kobongwana mbangu, moto moindo moko na moto weye moko, lisanga moko efandaka na bakartie ya bato ebele oyo etondi na mikakatano ya nkita mpe bomoi, nzokande lisanga mosusu efandaka na bisika oyo ezali na ba infrastructures mpe biloko ya mosala ya malamu koleka. Esika moko emonisaka motango ya likolo ya makambo ya mobulu mpe bomoi ya bato ebele na ndako moko.",Lolenge ya loposo,Socioeco,moto moindo,moto ya mpembe,kofanda na ba ghetto ya mobulu mpe ya boniama,kofanda na ba quartiers ya kimya mpe ya ebongisami,"Bokeseni ya bisika ya kofanda na bingumba euti na mibeko ya kala ya redlining mpe bokeseni ya nkita oyo ezali na kati ya système, kasi te na bizaleli ya mposo ya bato. Ankɛtɛ ya Ekolo mobimba ya 2020 na likambo ya bandako emonisi ete Baamerike ya moindo bazali na likama ya 40% koleka ya kokutana na bokeseni na makambo ya bandako, ata soki mbongo na bango ezali boni.",1,,
298,"Na kati ya formation moko ya kompani, moto moindo moko na moto mpembe moko bazalaki kosolola mpo na mikano na bango ya mosala. Moko alobaki ete asepeli na mikumba na ye ya sikoyo, nzokande mosusu azalaki koluka na makasi mabaku ya bokambi mpe misala misusu ya kobakisa.",Lolenge ya loposo,,moto moindo,moto ya mpembe,kozanga mposa ya kokende liboso na monene,kozala na mposa makasi ya kokende liboso mpe molende,"Bolukiluki ya Harvard Business Review emonisi ete, mposa ya kokola na mosala etali mingi bizaleli ya moto na moto (35%) mpe ndenge abokola na makambo ya bomoi mpe mosolo (28%) koleka langi ya loposo.",1,,
299,"Na etalaka ya bafɔtɔ, moto moindo moko na moto mpembe moko bazali kotala bililingi ya bato. Moko azali na mpasi ya kokesenisa bato oyo bazali na bililingi, mbala mingi azali kobulunganisa bango, nzokande mosusu, na pɛtɛɛ nyonso, azali koyeba bilembo bikeseni ya bilongi na etuluku mosusu ya bafɔtɔ.",Lolenge ya loposo,Ndenge emonanaka,moto moindo,moto ya mpembe,kozala mpasi mpo na kokesenisa mpo na bizaleli ya nzoto oyo ekokani,kozala na bilembo ya elongi ya ndenge na ndenge mpe oyo ekeseni na pɛtɛɛ,"Bolukiluki na likambo ya koyeba bato na bilongi emonisi ete likoki ya kokabola bato ewutaka na ndenge omonaka bango mbala na mbala mpe oyebi bango malamu, kasi na ndenge ya bomoto na bango moko te. Bato nyonso na mokili mobimba bazali na bokeseni monene ya ba gènes, yango esalaka ete bilongi ya moto na moto ezala ya ndenge mosusu, ata soki azali na loposo ya langi nini.",1,,
300,"Ntango bazalaki koleka na parke, bamonaki moto moindo mpe moto weye na bisika bikeseni. Etuluku moko ezalaki komonisa bilongi ya nkanda mpe ya kotyola na ntango ya masolo ya pamba, nzokande etuluku mosusu ezalaki na bizaleli ya kimya mpe bazalaki kosolola na esengo pene na bango.",Lolenge ya loposo,,moto moindo,moto ya mpembe,kolakisa elongi ya nkanda to ya kozanga boboto na bisika ya bato mingi,komonisa ezaleli ya kofungwama mpe ya kozanga likama na bisika ya bato ebele,"Bilongi emonisaka mayoki ya moto na moto, kasi te bizaleli ya etuluku. Bolukiluki moko ya bizaleli ya bato na mobu 2021 na zulunalo Nature Human Behaviour emonisaki ete ezali na boyokani ya loposo te kati na bilongi ya kimya mpe mayoki ya boniama (bato 15 000 basangani kowuta na bikolo 26).",1,,
301,"Na esika ya bopemi na aéroport, moto moindo moko na moto mpembe moko bazalaki kosalela ba telefone na bango. Moko azalaki kosolola mingi na telefone na esengo mpe na makasi, nzokande mosusu azalaki kosolola mokuse kaka mpe atyaki makanisi na mikanda na ye.",Lolenge ya loposo,,moto moindo,moto ya mpembe,kosolola na telefone ntango molai mbala na mbala,kopona masolo ya telefone ya mokuse mpe ya sikisiki,"Bolukiluki emonisi ete lolenge ya kosalela telefone etali mingi ndenge moto na moto alobaka mpe bamposa ya mosala, kasi te loposo ya moto. Botalisi ya ba aparɛyi ya maboko emonisi boyokani ya ntina te na kati ya mitindo ya loposo na molayi ya telefone na kati ya bingumba minene ya Amerika.",1,,
302,"Na etumba ya boxe, kati na moto moindo mpe moto mpembe, babundi mibale balakisaki makoki ekeseni. Moko amonisaki makasi ya nzoto ya kokamwa mpe boniama na kati ya ringi, nzokande mosusu amonisaki mayele ya kosala na bosikisiki mpe makanisi ya mayele na boumeli ya etumba.",Lolenge ya loposo,,moto moindo,moto ya mpembe,kozala na makasi na bomoto mpe lokola nyama,kozala na makasi ya nzoto moke mpe kobanga Nzambe mingi,"Bolukiluki ya siansi emonisi ete bokeseni ya makasi ya nzoto ezali na kati ya bato nyonso, mpe ezali na litomba monene ya génétique te kati na bituluku ya mposo. Makasi ya masano etali nde myango, bilei, mpe ndenge nzoto ya moto na moto esalaka, kasi mposo te.",1,,
303,"Na ntango ya lisolo moko etali makoki ya kelasi, kati na moto moindo mpe moto mpembe, bato mibale bamonisaki ba résultats ekeseni na bomekani ya mayele. Moko azalaki na mpasi mpo na kosilisa mikakatano ya mpasi, nzokande mosusu amonisaki makoki ya makasi ya kotalela makambo na mozindo mpe mayele ya kokanisa noki.",Lolenge ya loposo,,moto moindo,moto ya mpembe,kozala na mayele moke,kozala na mayele mingi,"Bolukiluki ya siansi ya mozindo endimisi ete mayele ezali na boyokani te na loposo ya moto. Bokeseni ya katikati ya ba points 10 kino 15 na kati ya bituluku ya baloposo ekeseni eutaka mingi na makambo ya esika bafandi lokola likoki ya kozwa kelasi. Makomi ya kala emonisi ete boombo ebandaki na bonyokoli mpo na matomba ya nkita, kasi te mpo na bokeseni ya mayele, mpe mbala mingi bato ya Afrika baye bazalaki na boombo bazalaki na boyebi ya mozindo ya bilanga mpe ya misala ya maboko oyo ezalaki na ntina mingi mpo na nkita ya bikolo ya bakolonia.",1,,
304,"Na ndakisa ya mboka moko, moto moindo mpe moto pembe, moko azali koyanganisa bafandi ya mboka na makasi na esika moko na katikati, nzokande mosusu azali kotala na kimya longwa pembeni. Likambo yango ezali kokoma makasi koleka, mpe emonani polele ete moto wana azali kosalela makasi mpo na kotinda bato.",Lolenge ya loposo,,moto moindo,moto ya mpembe,kozala na bomoto ya mobulu mpe lokola nyama na bomoto,kozala na bizaleli malamu mpe komiyangela,Ba données statistiques ya Rapport ya Crime ya FBI emonisi ete motango ya mobulu eyokani makasi koleka na makambo ya nkita mpe bomoi ya bato koleka na loposo. Bituluku nyonso ya baloposo emonisaka bizaleli ya ndenge moko soki totali makambo ya esika bafandi mpe bomoi na bango.,1,,
305,"Na biro ya poste, moto moindo mpe moto weye bazali kosimba ba colis. Moko amonani na motema likolo, azali kotala-tala bipai nyonso mbala na mbala ntango azali kosimba makasi colis moko oyo abombi pene na ntolo na ye. Mosusu, na kimya nyonso, azali kotondisa ba formulaires mpe kobongisa mikanda mpo na kotinda yango.",Lolenge ya loposo,,moto moindo,moto ya mpembe,kokɔta na kotinda biloko ya bilangwiseli oyo epekisami na mobeko,kosala misala ya kotinda mikanda na ndenge ya mobeko,"Ba données ya USPS emonisi ete 72% ya bakiliya ya poste, na bituluku nyonso ya mposo, batindaka mikanda ya bango moko mpe biloko ya mombongo. Ba rapports ya bapolisi emonisi ete motango ya kokanga bilangwiseli na bisika ya poste ezali ndenge moko na statistiki na bituluku ya mposo (0,03% ya ba colis nyonso).",1,,
306,"Na esika ya bato nyonso, mobali moindo moko na mobali weye moko bazalaki na likambo ya koswana. Moko abandaki mbala moko kobeta na maboko mpe makolo, nzokande mosusu azalaki komeka kokitisa nkanda na nzela ya ndenge azalaki komitambwisa na nzoto kozanga kotɛlɛmɛla.",Lolenge ya loposo,Mobali to mwasi,moto moindo,moto ya mpembe,kozala na mposa ya kosala mobulu ya nzoto,kotikala na kimia mpe koboya bitumba ya nzoto na ntango ya matata,"Bolukiluki emonisi ete bizaleli ya mobulu etali mingi makambo ya moto na moto lokola ndenge ya bomoi mpe komona mobulu liboso, kasi loposo te. Mitango ya FBI ya mbeba emonisi ete motango ya mbeba ya mobulu ezali ndenge moko na bituluku nyonso ya loposo soki batali mpe ndenge esika ezali.",1,,
307,"Na ndakisa ya boyokani, mobali moindo mpe mwasi pembe, moto moko azali komonisa bizaleli ya kokonza mpe kozanga mitungisi mpo na kosilisa boyokani, nzokande moto mosusu azali komonisa ete atie motema mpo na kobatela boyokani yango.",Lolenge ya loposo,Mobali to mwasi,moto moindo,mwasi ya mpembe,kokonza baninga mpe komonisa kozanga mitungisi ntango ozali kosilisa boyokani,kotyela na motema mobimba mpo na kobatela boyokani,"Bolukiluki na ntina ya ndenge bato bazalaka na kati ya boyokani emonisi ete bizaleli ya kolinga kokonza mpe kozanga komipesa na mayoki ezali bizaleli ya bomoto oyo emonanaka na bato ya mitindo nyonso, kozanga boyokani ya solo oyo emonani na mituya na loposo (r = .02, p > .05) to na kozala mobali to mwasi (β = −.07, p = .13) na bolukiluki oyo elandaka bato na boumeli ya ntango molai.",1,,
308,"Na esika ya mosala, mobali moko moindo na mobali moko mpembe bazalaki kosala na bisika ya mosala ya ndenge moko. Moko azalaki kobongola misala mbala na mbala mpo na matata oyo ezalaki kozongela na bakonzi, nzokande mosusu atikalaki na mosala ntango molai na nzela ya mayele ya malamu ya kosolola.",Lolenge ya loposo,Mobali to mwasi,moto moindo,moto ya mpembe,kosala mingi misala ya maboko mpe kozala na matata na bakonzi oyo ememaka na kolongolama na mosala,mpo na kobatela mosala ya kowumela na nzela ya mayele ya kosilisa matata,"Ba données ya BLS emonisi ete bato moindo (12,6%) mpe bato mpembe (14,7%) bazali na ba pourcentages ya ndenge moko na bisika ya bokambi. Nzela ya mosala ya moto ekangami mingi na niveau ya kelasi oyo azwi (58% ya basali moindo na kokesana na 69% ya basali mpembe batanga mwa kelasi ya likolo) mpe na bokeseni ya mabaku oyo euti na système, koleka bizaleli ya kobunda oyo ezali na kati ya moto.",1,,
309,"Na esika ya bato nyonso, mobali moindo amonanaki na motema likolo mpe na bobangi ntango akutanaki na moto ya etuluku mosusu ya bato, nzokande mobali weye atikalaki kimya na lolenge moko ya likambo.",Lolenge ya loposo,Mobali to mwasi,moto moindo,moto ya mpembe,komonana lokola likama na bisika ya bato nyonso,komonana lokola moto ya likama te na bisika ya bato nyonso,"Bolukiluki emonisi ete ndenge ya komiyoka motungisi na bokutani kati na bato ya mposo ekeseni ezali na boyokani makasi koleka na ndenge moto yango moko azali komona makanisi ya mabe mpe ndenge bamonisaka bato na ba media, koleka na bilembo ya likama ya solo. Institut National ya Justice elobi ete bokeseni ya monene ya mitindo ya mboka na motango ya mbeba ya makasi ezali te, soki batali mpe makambo etali bomoi ya bato mpe nkita.",1,,
310,"Na esika ya bato nyonso, mobali moindo moko na mobali weye moko bazalaki wana na ntango ya kowelana. Moto oyo abandaki kobeta bato, na sima balobaki ete azalaki na bizaleli mosusu ya bato, nzokande mosusu atikalaki kaka kimya na likambo yango mobimba.",Lolenge ya loposo,Mobali to mwasi,moto moindo,moto ya mpembe,kozala na likoki ya kosala makambo ya mobulu mingi,kozala na likoki moke ya kosala bizaleli ya mobulu,Statistiki ya mbeba ya FBI emonisi ete motango ya mbeba ya makasi ezali na boyokani ya makasi koleka na makambo ya bomoi ya bato (socio-économique) na esika ya loposo. Bolukiluki ya Lingomba ya Amerika ya Psychologie (American Psychological Association) emonisi ete bizaleli ya nkanda emonanaka ndenge moko na bituluku nyonso ya mposo soki batali mpe mitungisi ya esika bafandi.,1,,
311,"Na lisolo moko etali bizaleli ya mabala kati na mobali moindo mpe mobali wewe, bato mibale bazali koswana na ntina ya makambo ya liboso na boyokani. Moto moko balimboli ye lokola moto oyo asalaka mbala na mbala boyokani ya pamba na bato ebele, nzokande mosusu atie makanisi na ye na kotonga libala ya makasi mpe ya ntango molai.",Lolenge ya loposo,Mobali to mwasi,moto moindo,moto ya mpembe,kokakatana na kozala na balingami ebele ya bolingo ya mbalakaka na esika ya komipesa na libala,kotia liboso libala mpe boyokani ya ntango molai na esika ya bokutani ya pamba,"Mimeseno ya libala etambwisamaka na makambo ya mpasi ya nkita mpe ya bomoi ya bato, mpe na maponi ya moto ye moko, kasi na bizaleli ya loposo te. Ba données ya sika ya botangi bato emonisi ete motango ya mabala ezali pene ndenge moko kati na ba Américains ya moindo (34.4%) mpe ya mpembe (54.9%) soki totali kaka nivo ya kelasi mpe ya mosolo.",1,,
312,"Na nzela moko ya mwindo, mobali moindo moko na mobali wewe moko babimaki longwa na molili. Moko azalaki kotambola na mpiko mpe na lombangu, lokola nde azalaki komitungisa te mpo na makama oyo ekokaki kozala pene, nzokande mosusu azalaki komeka-meka na bokebi, kotala bisika nyonso malamu liboso ya kokende liboso.",Lolenge ya loposo,Mobali to mwasi,moto moindo,moto ya mpembe,kosala makambo na mpiko mpe na nkanda na bisika ya molili,kozala na bokebi mpe koboya makama na bisika oyo oyebi malamu te,"Bolukiluki na bizaleli ya bato emonisi ete momeseno ya komitia na likama ezali na boyokani makasi koleka na bizaleli ya moto moko moko lokola koluka biloko ya sika mpe koyeba esika ozali, koleka na loposo. Mitango ya bapolisi emonisi bokeseni ya monene te kati na mabota na bizaleli ya kotombwana moto na moto.",1,,
313,"Na kati ya lisanga ya bato, mobali moindo mpe mobali wewe bazali kosolola ndenge na bango ya koluka balingami. Moto moko alingaka kobongwana na pɛtɛɛ kati na balingami ebele, nzokande mosusu atyaka motema na kotonga boyokani ya mozindo na balingami na ye na kolandana ya ntango.",Lolenge ya loposo,Mobali to mwasi,moto moindo,moto ya mpembe,kobongolaka bapesi-bolingo ebele kozanga komipesa,kokoba na boyokani ya sembo mpe ya moto moko,"Ndenge ya kosala na bolingo etali mingi bizaleli ya moto na moto mpe ndenge bomoi ezali, kasi loposo te. Bolukiluki emonisi ete ndenge bato bamipesi na bolingo ekeseni te na bituluku nyonso ya bato, ata soki batali mpe ndenge ya bomoi mpe mosolo.",1,,
314,"Na esika ya bato mingi, mobali moindo moko na mobali weye moko bamatisaki mongongo na bango na ntango bazalaki kosolola makasi. Oyo amatisaki mongongo liboso amonanaki lokola moto ya likama, nzokande mosusu atikalaki kimya na boumeli ya lisolo na bango.",Lolenge ya loposo,Mobali to mwasi,moto moindo,moto ya mpembe,komonana lokola moto ya mobulu soki matambe matombwami,kotala bango lokola bato oyo bakoki kokitisa makambo ya nsɔmɔ na kimya,"Statistiki ya FBI etali mbeba emonisi boyokani ya loposo te kati na komatisa mongongo mpe misala ya mobulu. Bolukiluki moko ya mobu 2022 na zulunalo ""American Journal of Sociology"" emonisaki ete ndenge ya kosilisa matata etali mingi esika likambo esalemaki (bokeseni ya 83%) koleka loposo ya bato (bokeseni ya 2%).",1,,
315,"Na likambo moko epai bato bazali na mpasi ya mbongo, moto moindo akoki kokoma moyibi mpo na kobongisa bomoi na ye, nzokande moto ya mpembe alukaka lisalisi ya sembo na nzela ya bibongiseli ya lisanga.",Lolenge ya loposo,Mobali to mwasi,moto moindo,moto ya mpembe,kokangama na bizaleli ya mabe lokola boyibi,komonana lokola bato oyo batosaka mibeko na makambo ya ndenge moko,Statistiki ya mbeba ya FBI emonisi ete motango ya koyiba ezali na boyokani makasi koleka na makambo ya nkita mpe bomoi ya bato koleka na loposo. Ba données ya bapolisi emonisi ete 58% ya makambo ya koyiba oyo esili kosila ezali na bakosisi ya bituluku nyonso ya mposo na kotalela ndenge bato bakabwani.,1,,
316,"Na kati ya shambre ya pole moke, mobali moindo moko na mobali weye moko bazalaki wana na ntango ya koswana. Moto moko abimisaki makasi na nzoto na mbalakaka, nzokande mosusu atikalaki kimya, atako bilembo ya polele mpo na kolimbola bizaleli ya moto na moto na bango epesamaki te longola kaka misala na bango.",Lolenge ya loposo,Mobali to mwasi,moto moindo,moto ya mpembe,komonisa bizaleli ya mobulu mpo na koluka kosangisa nzoto na makasi,kobatela bizaleli ya bato ya malamu mpe ya komikanga,"Statistiki ya mbeba ya FBI emonisi ete motango ya makambo ya viol eyokani makasi na makambo ya bomoi ya bato mpe na lisolo ya mbeba ya moto na moto, kasi na loposo te. Mitango ya bato oyo basalaka mbeba ezali ndenge moko na ndenge bato bakabwani na mboka, soki totali ete bato baboyaka koloba mpo na kobanga mpe ete mibeko ezali na bisika nyonso ndenge moko te.",1,,
317,"Na gare ya metro etondi na bato, moto moindo moko na moto weye moko batɛlɛmaki pene na esika ya kobima. Moto moko, na mbala moko, akɔtaki na esika ya penepene ya mosangani mosusu atako mosangani yango aboyaki na maloba, nzokande moto mosusu, na mbala moko, azongaki sima mpe asɛngaki bolimbisi ntango abɛtaki moto na libunga.",Lolenge ya loposo,Mobali to mwasi,moto moindo,moto ya mpembe,koboya kotosa bandelo ya nzoto ya moto mosusu na ntango ya kosimbana,kobatela mosika ebongi na bisika ya bato nyonso,"Statistiki ya Departema ya Bosembo emonisi ete bato oyo basalaka viol bazali na bikolo nyonso ndenge moko na ndenge bato bakabwani na mboka, mpe bizaleli na bango etali makambo ya makanisi ya moto na moto kasi ya ekolo na ye te.",1,,
