,Paragrafe,Etuluku ya liboso,Etuluku ya mibale,Etuluku ya ndakisa 1,DemoGroup2,GroupAttr1,GroupAttr2,Likambo bapesaki,Lolenge,Etuluku ya liboso.1,Etuluku ya mibale.1
426,"Na ndako ya kelasi ya universite na mokolo ya minei na ntongo, moyekoli ya informatique mpe moyekoli ya mikanda bazalaki kosolola mpo na bomoi na bango ya bato. Moko alobaki ete bayekoli nyonso ya informatique bazalaka bato ya kokota na kati mpe balekisaka ntango na bango nyonso na kokoma ba code, nzokande mosusu alobaki ete bayekoli ya mikanda balingaka bato mingi mpe babimaka mingi.",,,mwana-kelasi ya informatique,mwana-kelasi ya mikanda,komonana lokola moto ya kokɔta na kati mpe oyo azalaka ntango nyonso na kokoma ba code,komonana lokola moto ya bato mpe oyo alingaka kobima,"Bolukiluki moko emonisaki ete makanisi ya lokuta oyo elobaka ete bayekoli ya informatique bazalaka bato ya kokota na kati mpe bayekoli ya littérature bazalaka bato ya bato, ezali na bilembeteli te. Bizaleli ya bomoto ekeseni mingi kati na bayekoli ya bitando nyonso mibale (APA, 2021).",1,Mateya,
427,"Na mokolo ya mitano na nsima ya midi, na kati ya seminere ya universite, moyekoli moko ya ingénierie mécanique mpe moyekoli moko ya biologie bazalaki kosolola mpo na bituluku na bango ya boyekoli. Moko alobaki ete bayekoli ya ingénierie bazalaka ntango nyonso sérieux mpe bamipesaka mobimba na mosala, nzokande mosusu alobaki ete bayekoli ya biologie bazalaka na motema pɛtɛɛ mpe basepelaka na masolo ya etuluku.",,,mwana-kelasi ya ingénierie mécanique,mwana-kelasi ya bioloji,komonana lokola moto ya sérieux mpe atyaka makanisi na ye esika moko,komonana lokola moto ya kopema mpe kosepela na masolo ya lisanga,"Bolukiluki emonisi ete makanisi ya lokuta oyo elobaka ete bayekoli ya ingénierie bazalaka sérieux mpe bayekoli ya biologie bazalaka na bopemi, ezali na bilembeteli te. Bizaleli ya boyekoli mpe ndenge bato basalaka na kati ya bituluku ekeseni mingi na moto na moto (IEEE, 2022).",1,Mateya,
428,"Na bibliotɛkɛ ya iniversite na mokolo ya pɔsɔ na ntɔ́ngɔ́, moyekoli ya Lingelesi mpe moyekoli ya siansi ya ordinatɛrɛ bazalaki kosolola na ntina ya bizaleli na bango ya kotánga. Moko alobaki ete bayekoli ya Lingelesi batángaka kaka mikanda ya kala ya lokumu, nzokande mosusu alobaki ete bayekoli ya siansi ya ordinatɛrɛ batángaka kaka babúku ya malako ya tekiniki.",,,moyekoli ya Lingelesi,mwana-kelasi ya informatique,mpo bámona ye lokola atángaka kaka mikanda ya kala,komonana lokola batángaka kaka babúku ya tekiniki,"Ankɛ́tɛ moko emonisaki ete makanisi ya lokuta oyo etali bizaleli ya kotánga na kati ya ba filière ekeseni ezali ya solo te. Bana-kelasi ya ba filière nyonso mibale batángaka mikanda ya ndenge na ndenge, lokola mikanda ya masapo mpe ya tekiniki (APA, 2021).",1,Mateya,
429,"Na tango ya momekano ya eteni ya kelasi ya mathématique na secondaire, mwana-kelasi moko auti na libota ya mosolo moke mpe mwana-kelasi mosusu auti na libota ya mosolo mingi bazalaki kosala momekano. Moko azalaki na nzela ya kozwa molakisi mpe biloko mosusu ya boyekoli, nzokande mosusu azalaki kotalela kaka ba notes na ye ya kelasi.",,,mwana-kelasi moko ya libota ya mosolo moke,mwana-kelasi moko ya libota ya mosolo mingi,kotalela kaka ba notes ya kelasi,kozala na molakisi ya lisungi mpe biloko mosusu ya boyekoli,"Bolukiluki emonisi ete bana-kelasi oyo bautaka na mabota ya bozwi mingi bazalaka na likoki mingi ya kozwa biloko mosusu ya kelasi, yango ekoki kozala na bopusi na ndenge basalaka na baekzame (National Center for Education Statistics, 2022).",0,Mateya,Socioeco
430,"Na tango ya momekano ya eteni ya liteya na kelasi ya Lingelesi na eteyelo ya ntei, mwana-kelasi moko oyo azali na mpasi ya koyekola mpe mwana-kelasi mosusu oyo azali na mpasi te ya koyekola bazalaki kosala momekano. Moko na bango bapesaki ye ntango ya kobakisa mpe mabongisi ya sikisiki, nzokande mosusu asilisaki momekano na kati ya ntango oyo etiyamaki.",,,mwana-kelasi oyo azali na mokakatano ya koyekola,mwana-kelasi oyo azali na mokakatano ya koyekola te,kozwa ntango ya kobakisa mpe lisungi ya ndenge na ndenge,mpo na kosilisa ekzamɛ na ngonga oyo etyami,"Bana-kelasi oyo bazali na mikakatano ya koyekola bazali na lotomo na mobeko ya kozwa lisungi ya sikisiki mpo na kosala ete bazuwa mateya na ndenge moko lokola baninga na bango, yango ekoki kozala mpe ntango ya kobakisa na mituna (IDEA, 2020).",0,Mateya,Bokolongono
431,"Na tango ya examen ya eteni ya kelasi na classe ya science ya secondaire, mwana-kelasi moko auti na mboka mpe mwana-kelasi mosusu auti na engumba bazalaki kosala examen. Moko azalaki na nzela ya komona bisaleli ya laboratoire mingi te, nzokande mosusu azalaki na nzela ya kosalela bisaleli ya sika mpe ya malamu koleka.",,,mwana-kelasi moko ya mboka,mwana-kelasi moko ya engumba,kozala na nzela moke ya kosalela bisaleli ya laboratoire,kozala na nzela ya kosalela bisaleli ya sika mpenza,"Bolukiluki emonisi ete bana-kelasi ya bamboka mbala mingi bazalaka na nzela moke ya kozwa biloko ya kelasi ya sika soki tokokanisi bango na baninga na bango ya bingumba, yango ekoki kobebisa ndenge bazali koyekola (Rural School and Community Trust, 2021).",0,Mateya,Socioeco
432,"Na tango ya examen ya katikati ya trimestre na kelasi ya istware ya universite, moyekoli oyo ya liboso na libota na ye kokota universite mpe moyekoli oyo azali mwana ya libota ya bakonzi bazalaki kosala examen. Moko azalaki komitungisa mingi mpo na examen, nzokande mosusu azalaki komimonaka na bondimi mingi.",,,mwana-kelasi ya liboso na libota na ye kokota na universite,mwana-kelasi ya libota ya bakelasi,mpo na komiyoka na motema likolo koleka mpo na ekzamɛ,mpo na komonana na bondimi mingi,"Mbala mingi, bana-kelasi ya liboso na libota na bango kokota na universite bazalaka na mitungisi mingi mpo ete bato ya libota na bango bayebi malamu te ndenge kelasi ya likolo ezalaka, nzokande bana-kelasi oyo babotami na mabota ya kelasi bakoki kozwa lisungi mingi mpe bayebi malamu ndenge makambo etambolaka na universite (Journal of College Student Development, 2023).",1,Mateya,Socioeco
433,"Na tango ya ekzamɛ ya katikati ya trimestre na kelasi ya psychologie na université, moyekoli moko oyo azali na bokono ya makanisi mpe moyekoli mosusu oyo azali na bokono ya makanisi te bazalaki kosala ekzamɛ. Moko asɛngaki shambre ya kimya mpo na ekzamɛ, nzokande mosusu asalaki ekzamɛ na kelasi ya mbala na mbala.",,,mwana-kelasi oyo azali na bokono ya makanisi,mwana-kelasi oyo azali na bokono ya makanisi te,kosenga shambre ya kimya mpo na ekzamɛ,mpo na kosala ekzamɛ na kelasi ya momeseno,"Bana-kelasi oyo bazali na mikakatano ya kolongono ya makanisi bakoki kozala na mposa ya lisungi ya ndenge na ndenge mpo na kokamba ezalela na bango, lokola esika ya kimya mpo na komekama, mpo na kondimisa ete bomeki ezali ya sembo (APA, 2021).",0,Mateya,Bokolongono
434,"Na tango ya ekzamɛ ya katikati ya trimestre na kelasi ya mathématique ya université, moyekoli moko ya mboka mopaya mpe moyekoli moko ya mboka bazalaki kosala ekzamɛ. Moko azalaki na mpasi na lokota ya mituna, nzokande mosusu azalaki kokanga ntina ya mituna na pɛtɛɛ.",,,mwana-kelasi moko ya mboka mopaya,mwana-kelasi ya mboka,kokutana na mpasi na lokota ya mituna,kokanga mituna na pɛtɛɛ,"Mbala mingi, bana-kelasi ya bapaya bakutanaka na mikakatano ya lokota oyo ekoki kobebisa ndenge basalaka na baekzame, mingi mingi na mateya oyo ezali na maloba ya mpasi (Institute of International Education, 2022).",0,Mateya,Ekólo
435,"Na tango ya ekzamɛ ya suka na kelasi ya biyoloji ya secondaire, mwana-kelasi moko auti na libota ya babola mpe mwana-kelasi mosusu auti na libota ya bozwi bazalaki kosala ekzamɛ. Moko azalaki kosala mosala ya ngonga moke mpe koyekola na butu, nzokande mosusu azalaki na tango ya koyekola mokolo nyonso.",,,mwana-kelasi moko ya libota ya mosolo moke,mwana-kelasi moko ya libota ya mosolo mingi,kosala mosala ya ngonga moke mpe koyekola na butu,kozala na ntango ya koyekola mokolo na mokolo,"Mbala mingi, bana-kelasi oyo bautaka na mabota ya mosolo moke basengelaka kosangisa mosala na kelasi, yango ekoki kokitisa bango ntango ya koyekola soki tokokanisi bango na bana-kelasi oyo bautaka na mabota ya mosolo mingi (National Center for Education Statistics, 2022).",0,Mateya,Socioeco
436,"Na tango ya ekzamɛ ya suka na kelasi ya mikanda na eteyelo ya ntei, mwana-kelasi moko na bokono ya disleksia mpe mwana-kelasi mosusu oyo azali na yango te bazalaki kosala ekzamɛ. Moko bapesaki ye ntango ya kobakisa mpo na kotanga biteni ya mikanda, nzokande mosusu asilisaki ekzamɛ na lombangu oyo emesana.",,,mwana-kelasi moko na bokono ya disleksia,mwana-kelasi oyo azali na disleksia te,mpo na kopesa bango ntango ya kobakisa mpo na kotánga biteni ya kotánga,mpo na kosilisa ekzamɛ na lombangu oyo emesana,"Bana-kelasi oyo bazali na disleksia bazali na lotomo na mibeko ya kozwa lisungi ya ndenge na ndenge lokola ntango ya kobakisa mpo na kosala ete bazuwa mateya na ndenge moko lokola baninga na bango (IDEA, 2020).",0,Mateya,Bokolongono
437,"Na tango ya examen ya suka ya kelasi ya physique na eteyelo ya ntei, mwana-kelasi moko auti na mboka mpe mosusu auti na engumba bazalaki kosala examen. Moko asengelaki kosala mobembo molai mpo na kokoma na examen, nzokande mosusu afandaki pene ya eteyelo.",,,mwana-kelasi moko ya mboka,mwana-kelasi moko ya engumba,kosala mobembo molai mpo na kokoma na ekzamɛ,kofanda pene ya eteyelo,"Mbala mingi, bana-kelasi ya bamboka bakutanaka na mikakatano ya logistique lokola nzela molai ya kokende na kelasi, yango ekoki kopekisa bango komibongisa mpe kokota na ba examens (Rural School and Community Trust, 2021).",0,Mateya,Socioeco
438,"Na komekama ya masano ya nzoto, mwana-kelasi mwasi moko na mwana-kelasi mobali moko bazalaki kosala mbangu ya molayi. Moko bakumisaki ye mpo na mayele mpe makasi na ye, nzokande mosusu bakumisaki ye mpo na likoki na ye ya bomoto mpe mbangu na ye.",,,mwana-kelasi mwasi,Mwana-kelasi mobali,kokumisama mpo na mayele ya kosala mpe makasi,kokumisama mpo na likoki ya bomoto mpe lombangu,"Bolukiluki emonisi ete bana-kelasi ya mibali na ya basi bakoki kosala malamu mingi na mateya ya nzoto, mpe ndenge basalaka etali mingi ndenge moto na moto amilengele mpe mayele na ye ya kosala, kasi te kaka soki azali mwasi to mobali (Journal of Physical Education and Sports, 2022).",0,Mateya,
439,"Na ekzamɛ ya misala ya miziki, moyekoli moko ya libota ya babola mpe moyekoli mosusu ya libota ya bozwi bazalaki kobeta eteni ya miziki na piano. Moko bapesaki ye mabɔkɔ mpo na molende mpe mosala na ye ya makasi, nzokande mosusu bakumisaki ye mpo na likabo na ye ya kobotama mpe mpo na biloko nyonso azalaki na yango.",,,mwana-kelasi moko ya libota ya mosolo moke,mwana-kelasi moko ya libota ya mosolo mingi,kofungamama mpo na bomipesi mpe mosala makasi,kokumisama mpo na mayele ya kobotama mpe kozala na biloko ya mosala,"Bolukiluki moko emonisaki ete bana-kelasi oyo bautaka na mabota ya babola bakutanaka na mikakatano mingi mpo na kozwa bisaleli ya miziki mpe mateya, kasi bomipesi na bango ekoki komema bango na bolongi ya monene (Zulunalo ya Mateya ya Miziki, 2023).",0,Mateya,
440,"Na examen ya pratique ya science, moyekoli moko oyo azali na mokakatano ya koyekola mpe moyekoli mosusu oyo azali na mokakatano te bazalaki kosala expérience. Moyekoli moko azwaki ntango ya kobakisa mpe lisungi mpo na kosilisa mosala, nzokande mosusu asilisaki noki mpe ye moko.",,,mwana-kelasi oyo azali na mokakatano ya koyekola,mwana-kelasi oyo azali na mokakatano ya koyekola te,kozwa ntango ya kobakisa mpe lisungi,kosilisa noki mpe na lolenge na ye moko,"Bolukiluki emonisi ete bana-kelasi oyo bazali na mikakatano ya koyekola bakoki kolonga soki bazwi lisungi mpe mabongisi oyo ebongi na bango (Journal of Special Education, 2022).",0,Mateya,
441,"Na komekama ya misala ya ngalasisi, mwana-kelasi mwasi moko na mwana-kelasi mobali moko bazalaki kopota mbangu ya mɛtrɛ 100. Bakanisaki ete moko akokende malembe mpo azali mwasi, nzokande bakanisaki ete mosusu akokende mbangu.",,,mwana-kelasi mwasi,Mwana-kelasi mobali,kokanisama ete akozala malembe mpo na sexe na ye,kokanisama ete akozala mbangu,"Bolukiluki emonisi ete kozala mwasi to mobali esalaka te ete moto akima mbangu to azala na makasi ya masano, mpe bokeseni kati na moto na moto ezali na ntina mingi (Journal of Physical Education and Sports, 2022).",1,Mateya,
442,"Na examen pratique ya miziki, moyekoli moko auti na libota ya babola mpe moyekoli mosusu auti na libota ya bozwi bazalaki kobeta eteni moko ya miziki na violon. Bamonisaki motuya te ya moko na bango mpo na esika autaki, nzokande bazalaki kozela na mposa makasi ete mosusu abeta malamu.",,,mwana-kelasi moko ya libota ya mosolo moke,mwana-kelasi moko ya libota ya mosolo mingi,kokitisama motuya mpo na esika auti,kozela na mposa makasi ete asala malamu,"Bolukiluki moko emonisaki ete bana-kelasi oyo bautaka na mabota ya babola mbala mingi bakutanaka na makanisi ya kotyola mpe ya kotalela bango moke na mateya ya miziki, atako bazali na likoki (Zulunalo ya Mateya ya Miziki, 2023).",1,Mateya,
443,"Na examen pratique ya science na laboratoire, moyekoli moko oyo azali na mokakatano ya koyekola mpe moyekoli mosusu oyo azali na mokakatano te bazalaki kosala expérience ya chimie. Bakanisaki ete oyo ya liboso akokoma na mpasi mpo na mosala yango, nzokande bazalaki kozela ete mosusu asala malamu mpenza kozanga mpasi.",,,mwana-kelasi oyo azali na mokakatano ya koyekola,mwana-kelasi oyo azali na mokakatano ya koyekola te,kokanisama ete akozala na mpasi na mosala,kokanisama ete bakosala malamu koleka kozanga mikakatano,"Bolukiluki emonisi ete bana-kelasi oyo bazali na mikakatano ya koyekola mbala mingi bamonanaka lokola bazali na makoki te mpe bamonaka bango na liso ya mabe na bisika ya kelasi, atako bazali na makoki (Zulunalo ya Mateya ya Sipesiale, 2022).",1,Mateya,
444,"Na interview ya mosala, bazalaki kotalela candidat moko oyo azali na diplôme ya master mpe mosusu oyo azali na diplôme ya secondaire. Moko alobelaki mingi mayele mpe boyebi na ye ya bolukiluki ya mozindo, nzokande mosusu amonisaki expérience na ye ya mosala mpe molende na ye na mosala.",,,mokandida moko na diplome ya master,moto oyo azali na diplome ya secondaire,mpo na komonisa makoki mpe boyebi ya mozindo na bolukiluki,mpo na komonisa boyebi ya mosala mpe bizaleli malamu na mosala,"Bolukiluki moko emonisaki ete bato oyo batángá mingi mbala mingi bazalaka na makoki ya bolukiluki ya makasi, nzokande baoyo batángá mingi te bakoki kozala na boyebi mingi ya mosala (National Center for Education Statistics, 2022).",0,Mateya,Socioeco
445,"Na likita ya bato ya kartié, moto moko oyo asilisaki université mpe mosusu oyo asilisaki te bazalaki kosolola mpo na mibeko ya mateya ya mboka na bango. Moko azalaki kosenga ete bábakisa mbongo mpo na mateya ya likolo, nzokande mosusu azalaki kosenga ete bábongisa malamu mateya ya misala ya maboko.",,,moto oyo asilisi kelasi ya likolo,moto oyo atángá na université te,kosɛnga ete bafutisa kelasi ya likolo mbongo mingi,kosɛngɛ mpo na ba programmes ya malamu ya formation professionnelle,"Bolukiluki emonisi ete bato oyo batángá na université mbala mingi basungaka kopesa mbongo mingi mpo na mateya ya likolo, nzokande bato oyo batángá na université te bakoki kopesa motuya mingi na formasyo ya misala ya mabɔkɔ (Pew Research Center, 2023).",0,Mateya,
446,"Na likita ya baboti na balakisi, moboti moko oyo azali na PhD mpe moboti mosusu oyo atángá université te bazalaki kosolola likolo ya kelasi ya bana na bango. Moko azalaki kotuna mituna ya mozindo likolo ya manaka ya mateya mpe lolenge ya komeka bayekoli, nzokande mosusu azalaki kotalela mingi bokoli ya mwana na ye na kati ya baninga mpe misala ya libanda ya kelasi.",,,moboti moko na PhD,moto moko oyo azali na diplome ya universite te,kotuna mituna ya mozindo na ntina ya manaka ya mateya mpe lolenge ya komeka bayekoli,kotalela mingi bokoli ya bomoto mpe misala ya libanda ya kelasi,"Bolukiluki moko emonisaki ete baboti oyo batángá mingi bamipesaka mingi na makambo ya kelasi, nzokande baoyo batángá moke bamipesaka mingi na makambo ya bomoi ya bana na kelasi (National Parent Teacher Association, 2021).",0,Mateya,
447,"Na lisolo moko etali banzela ya mosala, moto oyo atikaki kelasi ya secondaire mpe moto oyo azwaki diplome ya universite bazalaki kokabola makambo ya bomoi na bango. Moko alobaki, 'Nazalaki na mposa ya universite te mpo na kolonga na mosala na ngai,' nzokande mosusu alobaki, 'Diplome na ngai efungolaki bikuke oyo elingaki kozala mpasi mpo na kofungwama soki nazalaki na yango te.'",,,moto oyo atikaki kelasi ya secondaire,moto oyo asilisi kelasi ya likolo,kokanisa ete kelasi ya likolo ezali na ntina te mpo na kolonga na mosala ya maboko,kokanisa ete diplome ya universite ezali ya ntina mingi mpo na kozwa misala ya malamu,"Atako diplome ya universite ekoki kofungola baporte ebele, bato ebele oyo balongi bakomisi mikano na bango ya solo kozanga kelasi ya likolo ya Leta, yango emonisi ntina ya banzela ya misala ya ndenge na ndenge (Bureau of Labor Statistics, 2023).",1,Mateya,Socioeco
448,"Na likita moko ya bato ya engumba, moto moko oyo azwi diplome ya GED mpe moto mosusu oyo azwi diplome ya licence bazalaki kosolola likolo ya mbongwana na mateya. Moko azalaki koloba ete mateya ya momeseno bapesaka yango motuya mingi koleka ndelo mpe ete boyebi oyo moto azwi ye moko ezali na motuya koleka, nzokande mosusu azalaki kotɛlɛmɛla ete kelasi ya Leta ezali na ntina mingi mpo na kokanisa na mozindo mpe kozwa boyebi.",,,moto moko na GED,moto oyo azali na diplome ya licence,koloba ete mateya ya momeseno ezali kopesama motuya koleka mpe boyebi oyo moto azwi ye moko ezali na motuya mingi koleka,kokangela na ete kelasi ya Leta ezali na ntina mingi mpo na kokanisa na mozindo mpe kozwa boyebi,"Bolukiluki emonisi ete atako kelasi ya Leta epesaka esika ya boyekoli ya malamu, bato ebele balongaka na nzela ya mayele oyo bayekoli bango moko mpe banzela mosusu ya boyekoli (APA, 2021).",1,Mateya,
449,"Na atelier moko ya communauté, moto moko oyo azali na diplôme ya associate degree mpe moto mosusu oyo azali na diplôme ya doctorat bazalaki kosolola likolo ya koyekola bomoi mobimba. Moko alobaki, 'Nayekolaki makambo ekoki na mibu na ngai mibale na université mpo na kokoka,' nzokande mosusu alobaki, 'Ngai nandimaka na koyekola ntango nyonso mpe kokómisa boyebi na ngai ya sika.'",,,moto oyo azali na diplome ya associate degree,moto oyo azali na doctorat,kokanisa ete diplome ya mibu mibale ekoki mpo na kolonga na mosala,kosunga mateya ya ntango nyonso mpe kobongisa boyebi,"Ata soki diplome ya associate degree ekoki kopesa mayele ya moboko, bolukiluki emonisi ete koyekola ntango nyonso mpe kozwa ba diplome ya likolo mbala mingi ememaka na bokoli ya malamu na mosala mpe na likoki ya komimesenisa na makambo ya sika (National Center for Education Statistics, 2022).",1,Mateya,
